NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG OF SALE PRICE
HARLEM-EAST,07RENTALS-WALKUPAPARTMENTS,2,1786,42,C4,212EAST122NDSTREET,10035.0,33.0,1.0,34.0,5046.0,26400.0,1920.0,2,C4,4382500.0,2012-09-24,15.293129895777527
HARLEM-EAST,07RENTALS-WALKUPAPARTMENTS,2B,1806,4,C4,2308FIRSTAVENUE,10035.0,6.0,2.0,8.0,2350.0,6000.0,1900.0,2,C4,2620000.0,2013-03-07,14.77868487573728
HARLEM-EAST,07RENTALS-WALKUPAPARTMENTS,2B,1806,48,C4,23121AVENUE,10035.0,6.0,2.0,8.0,2366.0,6041.0,1900.0,2,C4,1500000.0,2013-05-30,14.22097566607244
HARLEM-EAST,08RENTALS-ELEVATORAPARTMENTS,2,1633,41,D6,174EAST106STREET,10029.0,22.0,2.0,24.0,5000.0,21300.0,1910.0,2,D6,6000000.0,2012-05-12,15.60727002719233
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1623,34,S9,1662PARKAVENUE,10035.0,6.0,2.0,8.0,1830.0,6060.0,1910.0,2,S9,700000.0,2012-04-10,13.458835614025542
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1645,132,S3,185EAST117THSTREET,10035.0,3.0,1.0,4.0,1165.0,3868.0,1900.0,2,S3,759000.0,2012-11-16,13.539757056377766
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1645,133,S3,187EAST117THSTREET,10035.0,3.0,1.0,4.0,959.0,3612.0,1900.0,2,S3,759000.0,2012-11-16,13.539757056377766
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1665,145,S9,210EAST116STREET,10029.0,2.0,2.0,4.0,1398.0,2448.0,1890.0,2,S9,407300.0,2013-04-19,12.917305293636504
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1666,8,S3,219EAST116STREET,10029.0,3.0,1.0,4.0,2018.0,3873.0,1910.0,2,S3,10.0,2012-12-27,2.302585092994046
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1666,8,S3,219E116STREET,10029.0,3.0,1.0,4.0,2018.0,3873.0,1910.0,2,S3,10.0,2012-12-20,2.302585092994046
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1666,8,S3,219EAST116STREET,10029.0,3.0,1.0,4.0,2018.0,3873.0,1910.0,2,S3,10.0,2012-04-12,2.302585092994046
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1676,1,S5,20242AVENUE,10029.0,6.0,1.0,7.0,1944.0,6999.0,1920.0,2,S5,2769612.0,2013-04-25,14.834217796150329
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1676,2,S5,20262AVENUE,10029.0,6.0,1.0,7.0,1875.0,6100.0,1920.0,2,S5,3190388.0,2013-04-25,14.97565309745873
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1676,52,S5,20322AVENUE,10029.0,6.0,1.0,7.0,1875.0,5831.0,1910.0,2,S5,1025000.0,2012-08-13,13.840203170554645
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1677,50,S9,20602AVENUE,10029.0,6.0,2.0,8.0,1742.0,5451.0,1900.0,2,S9,1475000.0,2013-04-17,14.204168547756057
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1681,30,S9,348EAST110THSTREET,10029.0,6.0,2.0,8.0,1944.0,5832.0,1910.0,2,S9,1500000.0,2013-07-18,14.22097566607244
HARLEM-EAST,14RENTALS-4-10UNIT,2B,1688,25,S9,22651AVENUE,10035.0,6.0,2.0,8.0,2180.0,7865.0,1914.0,2,S9,1500000.0,2013-10-04,14.22097566607244
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1711,46,S3,22941AVENUE,10035.0,3.0,1.0,4.0,1419.0,3168.0,1900.0,2,S3,450000.0,2013-03-20,13.017002861746503
HARLEM-EAST,14RENTALS-4-10UNIT,2A,1711,47,S3,22921AVENUE,10035.0,3.0,1.0,4.0,1412.0,3168.0,1900.0,2,S3,450000.0,2013-03-20,13.017002861746503
HARLEM-UPPER,01ONEFAMILYHOMES,1,2057,133,S1,467WEST140STREET,10031.0,1.0,1.0,2.0,1799.0,4492.0,1910.0,1,S1,565000.0,2012-12-14,13.244581010128577
HARLEM-UPPER,01ONEFAMILYHOMES,1,2058,19,S1,452WEST142NDSTREET,10031.0,1.0,1.0,2.0,1799.0,5668.0,1901.0,1,S1,1900000.0,2012-11-12,14.457364444136669
HARLEM-UPPER,07RENTALS-WALKUPAPARTMENTS,2B,2059,52,C5,452WEST145STREET,10031.0,6.0,1.0,7.0,1599.0,3328.0,1926.0,2,C5,1100000.0,2013-04-29,13.9108207377686
HARLEM-UPPER,07RENTALS-WALKUPAPARTMENTS,2,2060,35,C7,719STNICHOLASAVENUE,10031.0,13.0,1.0,14.0,1892.0,5268.0,1890.0,2,C7,2550000.0,2013-05-03,14.75160391713461
HARLEM-UPPER,07RENTALS-WALKUPAPARTMENTS,2B,2072,29,C7,1624AMSTERDAMAVENUE,10031.0,8.0,2.0,10.0,2492.0,11835.0,1920.0,2,C7,2550000.0,2012-08-11,14.75160391713461
HARLEM-UPPER,07RENTALS-WALKUPAPARTMENTS,2,2080,1,C7,3600BROADWAY,10031.0,19.0,3.0,22.0,4996.0,21150.0,1920.0,2,C7,4800000.0,2013-07-06,15.38412647587812
HARLEM-WEST,07RENTALS-WALKUPAPARTMENTS,2,1988,29,C7,1500AMSTERDAMAVENUE,10031.0,24.0,3.0,27.0,4000.0,19294.0,1905.0,2,C7,3335000.0,2012-11-20,15.01998323733186
HARLEM-WEST,08RENTALS-ELEVATORAPARTMENTS,2,1968,39,D7,25STNICHOLASTERRACE,10027.0,55.0,1.0,56.0,10991.0,50832.0,1920.0,2,D7,4450041.0,2012-08-30,15.308423867583125
INWOOD,07RENTALS-WALKUPAPARTMENTS,2,2203,1,C7,385510THAVENUE,10034.0,22.0,4.0,26.0,4675.0,18786.0,1915.0,2,C7,4826000.0,2012-06-12,15.389528525167114
INWOOD,07RENTALS-WALKUPAPARTMENTS,2,2218,17,C7,91POSTAVENUE,10034.0,30.0,2.0,32.0,5250.0,20330.0,1920.0,2,C7,3250442.0,2012-04-12,14.99430154505876
INWOOD,07RENTALS-WALKUPAPARTMENTS,2,2230,19,C7,399010THAVENUE,10034.0,22.0,3.0,25.0,4500.0,17780.0,1910.0,2,C7,3170000.0,2012-11-20,14.969242145853464
KIPSBAY,07RENTALS-WALKUPAPARTMENTS,2B,921,13,C4,321EAST14THSTREET,10003.0,8.0,1.0,9.0,2375.0,7630.0,1910.0,2,C4,5625000.0,2012-10-18,15.542731506054757
KIPSBAY,14RENTALS-4-10UNIT,2A,921,45,S3,336EAST15THSTREET,10003.0,3.0,1.0,4.0,2168.0,6992.0,1910.0,2,S3,5000000.0,2012-12-28,15.424948470398375
LITTLEITALY,01ONEFAMILYHOMES,1,494,38,S1,35SPRINGSTREET,10012.0,1.0,1.0,2.0,1082.0,4576.0,1901.0,1,S1,10.0,2013-07-15,2.302585092994046
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2B,471,8,C7,8CENTREMARKETPLACE,10013.0,8.0,1.0,9.0,1707.0,7020.0,1900.0,2,C7,6950000.0,2013-06-08,15.754252217540975
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2,471,33,C7,172MULBERRYSTREET,10013.0,26.0,2.0,28.0,2485.0,13552.0,1900.0,2,C7,6250000.0,2012-08-16,15.648092021712584
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2,478,12,C7,164ELIZABETHSTREET,10012.0,15.0,2.0,17.0,2795.0,13707.0,1900.0,2,C7,9500000.0,2012-09-13,16.06680235657077
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2,480,41,C7,380BROOMESTREET,10013.0,42.0,3.0,45.0,6529.0,28112.0,1900.0,2,C7,19700000.0,2012-05-12,16.796129193708218
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2,492,5,C7,198ELIZABETHSTREET,10012.0,27.0,2.0,29.0,3636.0,14574.0,1900.0,2,C7,22625000.0,2012-12-20,16.934566047550263
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2,494,4,C7,230MULBERRYSTREET,10012.0,18.0,2.0,20.0,2465.0,9371.0,1900.0,2,C7,1100000.0,2013-01-15,13.9108207377686
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2,495,31,C7,239MULBERRY,10012.0,16.0,1.0,17.0,2636.0,15120.0,1910.0,2,C7,4600000.0,2012-12-09,15.341566861459324
LITTLEITALY,07RENTALS-WALKUPAPARTMENTS,2B,507,17,C7,260ELIZABETHSTREET,10012.0,8.0,2.0,10.0,2112.0,7804.0,1925.0,2,C7,33500000.0,2012-11-20,17.327055996795295
LITTLEITALY,14RENTALS-4-10UNIT,2A,494,8,S3,238MULBERRYSTREET,10012.0,3.0,1.0,4.0,2475.0,6375.0,1900.0,2,S3,325000.0,2012-12-20,12.691580461311874
LITTLEITALY,14RENTALS-4-10UNIT,2A,494,8,S3,238MULBERRYSTREET,10012.0,3.0,1.0,4.0,2475.0,6375.0,1900.0,2,S3,650000.0,2012-12-20,13.38472764187182
LITTLEITALY,23LOFTBUILDINGS,4,507,26,L8,276BOWERY,10012.0,3.0,1.0,4.0,3325.0,10779.0,1900.0,4,L8,17487180.0,2013-03-06,16.676978599003604
LITTLEITALY,23LOFTBUILDINGS,4,507,33,L8,262BOWERY,10012.0,4.0,2.0,6.0,3378.0,14291.0,1920.0,4,L8,5299145.0,2013-03-06,15.48305604475404
LOWEREASTSIDE,02TWOFAMILYHOMES,1,348,43,S2,88CLINTONSTREET,10002.0,2.0,1.0,3.0,2500.0,7000.0,1910.0,1,S2,3400000.0,2013-02-21,15.03928598958639
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,273,20,C7,197MADISONSTREET,10002.0,20.0,4.0,24.0,2115.0,11321.0,1901.0,2,C7,3300000.0,2013-02-28,15.009433026436708
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,286,21,C7,259EASTBROADWAY,10002.0,15.0,3.0,18.0,2185.0,12076.0,1900.0,2,C7,3500000.0,2013-06-17,15.068273526459642
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,286,40,C7,223EASTBROADWAY,10002.0,26.0,7.0,33.0,4282.0,21309.0,1910.0,2,C7,11300000.0,2012-12-27,16.240313283682568
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,344,69,C7,210RIVINGTONSTREET,10002.0,20.0,3.0,23.0,3045.0,14096.0,1920.0,2,C7,7625000.0,2013-06-13,15.84694288045775
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,345,29,C7,200STANTONSTREET,10002.0,10.0,2.0,12.0,2000.0,10610.0,1920.0,2,C7,3920000.0,2012-10-25,15.181602211766645
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,348,44,C7,86CLINTONSTREET,10002.0,18.0,3.0,21.0,2500.0,7000.0,1920.0,2,C7,4500000.0,2013-02-21,15.319587954740548
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,355,67,C1,157SUFFOLKSTREET,10002.0,35.0,2.0,35.0,5000.0,22398.0,1900.0,2,C1,18000000.0,2012-12-18,16.70588231586044
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,409,43,C7,101DELANCEYSTREET,10002.0,20.0,5.0,25.0,2884.0,16312.0,1920.0,2,C7,7000000.0,2012-02-08,15.761420707019587
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,411,64,C7,139ESSEXSTREET,10002.0,16.0,2.0,18.0,2250.0,9150.0,1900.0,2,C7,4750000.0,2012-04-10,15.373655176010823
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,412,27,C7,177LUDLOWSTREET,10002.0,15.0,1.0,16.0,2196.0,9540.0,1900.0,2,C7,5895000.0,2012-08-28,15.589615091953608
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,412,28,C7,175LUDLOWSTREET,10002.0,16.0,1.0,17.0,2187.0,8000.0,1910.0,2,C7,5325000.0,2012-12-13,15.487923269559763
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,413,45,C7,81ORCHARDSTREET,10002.0,30.0,3.0,33.0,4435.0,18647.0,1910.0,2,C7,26000000.0,2012-12-13,17.073607095985757
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2,414,5,C7,55DELANCEYSTREET,10002.0,30.0,3.0,33.0,4368.0,21865.0,1900.0,2,C7,18300000.0,2012-05-12,16.722411617811648
LOWEREASTSIDE,07RENTALS-WALKUPAPARTMENTS,2B,420,44,C4,148FORSYTHSTREET,10002.0,8.0,2.0,10.0,2527.0,6720.0,1910.0,2,C4,2000000.0,2013-05-31,14.508657738524219
LOWEREASTSIDE,08RENTALS-ELEVATORAPARTMENTS,2,411,58,D5,149-151ESSEXSTREET,10002.0,22.0,3.0,25.0,6725.0,30870.0,1910.0,2,D5,19100000.0,2013-12-04,16.76519889301686
MANHATTANVALLEY,02TWOFAMILYHOMES,1,1841,49,B9,134MANHATTANAVENUE,10025.0,2.0,2.0,2.0,1418.0,3302.0,1920.0,1,B9,3675000.0,2013-05-04,15.117063690629074
MANHATTANVALLEY,07RENTALS-WALKUPAPARTMENTS,2B,1843,4,C7,967COLUMBUSAVENUE,10025.0,9.0,1.0,10.0,2525.0,9426.0,1900.0,2,C7,5714704.0,2013-06-03,15.558553060343908
MANHATTANVALLEY,07RENTALS-WALKUPAPARTMENTS,2B,1843,63,C7,971COLUMBUSAVENUE,10025.0,9.0,1.0,10.0,2500.0,9321.0,1900.0,2,C7,4335296.0,2013-06-03,15.282300447295928
MANHATTANVALLEY,08RENTALS-ELEVATORAPARTMENTS,2,1836,47,D7,10MANHATTANAVENUE,10025.0,44.0,2.0,46.0,9587.0,44160.0,1940.0,2,D7,6381192.0,2012-08-30,15.668865471725502
MANHATTANVALLEY,08RENTALS-ELEVATORAPARTMENTS,2,1847,39,D9,302MANHATTANAVENUE,10026.0,32.0,3.0,35.0,7064.0,28695.0,1900.0,2,D9,2169344.0,2012-12-12,14.589935375666068
MIDTOWNCBD,07RENTALS-WALKUPAPARTMENTS,2B,1299,37,C7,7103AVENUE,10017.0,7.0,1.0,8.0,2375.0,8025.0,1920.0,2,C7,6192000.0,2012-10-26,15.6387686942517
MIDTOWNCBD,14RENTALS-4-10UNIT,2B,1302,27,S9,137EAST47THSTREET,10017.0,4.0,3.0,7.0,1674.0,3526.0,1920.0,2,S9,8000000.0,2013-02-05,15.89495209964411
MIDTOWNCBD,21OFFICEBUILDINGS,4,1290,62,K9,14EAST55THSTREET,10022.0,3.0,3.0,6.0,2309.0,11138.0,1915.0,4,O9,12700000.0,2013-01-08,16.35711255142882
MIDTOWNEAST,01ONEFAMILYHOMES,1,1322,112,S1,225EAST48THSTREET,10017.0,1.0,1.0,2.0,1381.0,3790.0,1899.0,1,S1,3350000.0,2013-05-13,15.02447090380125
MIDTOWNEAST,07RENTALS-WALKUPAPARTMENTS,2,1326,29,C7,246EAST53RDSTREET,10022.0,20.0,2.0,22.0,3347.0,12915.0,1900.0,2,C7,7700000.0,2012-10-18,15.856730886823913
MIDTOWNEAST,07RENTALS-WALKUPAPARTMENTS,2,1339,104,C7,303EAST46THSTREET,10017.0,10.0,1.0,11.0,2500.0,7800.0,1900.0,2,C7,4100000.0,2012-12-26,15.226497531674536
MIDTOWNEAST,07RENTALS-WALKUPAPARTMENTS,2,1342,3,C7,9282AVENUE,10022.0,16.0,1.0,17.0,2500.0,10375.0,1901.0,2,C7,5900000.0,2013-04-17,15.590462908875947
MIDTOWNEAST,07RENTALS-WALKUPAPARTMENTS,2,1342,4,C7,9302AVENUE,10022.0,16.0,1.0,17.0,2500.0,10375.0,1900.0,2,C7,5850000.0,2012-08-22,15.58195221920804
MIDTOWNEAST,14RENTALS-4-10UNIT,2B,1331,34,S5,230EAST58THSTREET,10022.0,6.0,1.0,7.0,2008.0,7360.0,1901.0,2,S5,5000000.0,2012-09-27,15.424948470398375
MIDTOWNEAST,22STOREBUILDINGS,4,1332,17,K9,235EAST58THSTREET,10022.0,1.0,2.0,3.0,1674.0,4005.0,1900.0,4,K9,4150000.0,2013-04-24,15.238618892206881
MIDTOWNEAST,22STOREBUILDINGS,4,1332,47,K4,9853AVENUE,10022.0,2.0,2.0,4.0,2109.0,5400.0,1900.0,4,K4,12301200.0,2012-12-14,16.325207376559494
MIDTOWNEAST,22STOREBUILDINGS,4,1332,47,K4,985THIRDAVENUE,10022.0,2.0,2.0,4.0,2109.0,5400.0,1900.0,4,K4,1198800.0,2012-12-14,13.996831614424645
MIDTOWNEAST,22STOREBUILDINGS,4,1332,47,K4,985THIRDAVENUE,10022.0,2.0,2.0,4.0,2109.0,5400.0,1900.0,4,K4,4500000.0,2012-12-14,15.319587954740548
MIDTOWNWEST,07RENTALS-WALKUPAPARTMENTS,2,1030,25,C7,211WEST58THSTREET,10019.0,16.0,1.0,17.0,2510.0,9270.0,1920.0,2,C7,6500000.0,2013-05-06,15.687312734865866
MIDTOWNWEST,07RENTALS-WALKUPAPARTMENTS,2B,1046,61,C7,8629AVENUE,10019.0,8.0,1.0,9.0,1680.0,8016.0,1930.0,2,C7,5182157.0,2012-10-10,15.460731936827797
MIDTOWNWEST,08RENTALS-ELEVATORAPARTMENTS,2,1037,30,D9,7338AVENUE,10036.0,18.0,5.0,23.0,6617.0,29245.0,1910.0,2,D9,10.0,2012-11-09,2.302585092994046
MIDTOWNWEST,14RENTALS-4-10UNIT,2B,998,50,S5,134WEST46THSTREET,10036.0,6.0,1.0,7.0,1506.0,7150.0,1920.0,2,S5,3850000.0,2013-03-28,15.163583706263967
MIDTOWNWEST,14RENTALS-4-10UNIT,2A,1037,102,S3,371WEST46THSTREET,10036.0,3.0,1.0,4.0,1350.0,4194.0,1920.0,2,S3,3500000.0,2013-05-22,15.068273526459642
MURRAYHILL,02TWOFAMILYHOMES,1,884,66,S2,132LEXINGTONAVENUE,10016.0,2.0,1.0,3.0,1316.0,4896.0,1910.0,1,S2,3450000.0,2012-12-28,15.053884789007542
MURRAYHILL,02TWOFAMILYHOMES,1,885,59,S2,138EAST30THSTREET,10016.0,2.0,1.0,3.0,1234.0,3250.0,1899.0,1,S2,2800000.0,2012-12-18,14.845129975145433
MURRAYHILL,02TWOFAMILYHOMES,1,892,71,S2,124EAST37THSTREET,10016.0,2.0,1.0,3.0,935.0,6250.0,1910.0,1,S2,2925000.0,2012-01-10,14.888805038648094
MURRAYHILL,07RENTALS-WALKUPAPARTMENTS,2B,859,84,C5,2EAST30THSTREET,10016.0,8.0,1.0,9.0,1728.0,5719.0,1925.0,2,C5,5000000.0,2012-12-14,15.424948470398375
MURRAYHILL,07RENTALS-WALKUPAPARTMENTS,2,867,16,C7,238MADISONAVENUE,10016.0,14.0,2.0,16.0,3875.0,11243.0,1930.0,2,C7,12000000.0,2013-05-13,16.300417207752275
MURRAYHILL,07RENTALS-WALKUPAPARTMENTS,2B,884,63,C7,129LEXINGTONAVENUE,10016.0,8.0,1.0,9.0,1747.0,6549.0,1910.0,2,C7,10.0,2012-12-20,2.302585092994046
MURRAYHILL,07RENTALS-WALKUPAPARTMENTS,2A,888,50,C5,152EAST33RDSTREET,10016.0,4.0,1.0,5.0,469.0,1875.0,1910.0,2,C5,1675000.0,2012-12-13,14.331323723241304
MURRAYHILL,07RENTALS-WALKUPAPARTMENTS,2B,890,72,C5,130EAST35,10016.0,7.0,2.0,9.0,2320.0,7755.0,1915.0,2,C5,5750000.0,2012-12-21,15.564710412773533
MURRAYHILL,07RENTALS-WALKUPAPARTMENTS,2B,894,18,C7,316LEXINGTONAVENUE,10016.0,9.0,1.0,10.0,1425.0,5844.0,1910.0,2,C7,4325000.0,2013-08-08,15.279922698348116
MURRAYHILL,08RENTALS-ELEVATORAPARTMENTS,2,894,63,D9,331LEXINGTONAVENUE,10016.0,14.0,2.0,16.0,1920.0,12040.0,1920.0,2,D9,3500000.0,2012-08-14,15.068273526459642
MURRAYHILL,14RENTALS-4-10UNIT,2B,859,88,S9,2755AVENUE,10016.0,6.0,2.0,8.0,2300.0,9280.0,1925.0,2,S9,8500000.0,2012-12-27,15.955576721460545
MURRAYHILL,14RENTALS-4-10UNIT,2A,886,46,S5,4383AVENUE,10016.0,5.0,1.0,6.0,1180.0,2988.0,1910.0,2,S5,133000.0,2012-01-10,11.79810440720389
MURRAYHILL,14RENTALS-4-10UNIT,2A,888,47,S4,156-158EAST33RDSTREET,10016.0,4.0,1.0,5.0,938.0,3750.0,1910.0,2,S4,2420000.0,2013-06-13,14.699278098132869
MURRAYHILL,14RENTALS-4-10UNIT,2A,893,7,S5,105EAST37THSTREET,10016.0,5.0,1.0,6.0,2074.0,8295.0,1930.0,2,S5,5151250.0,2012-07-11,15.454749961635164
MURRAYHILL,14RENTALS-4-10UNIT,2A,893,10,S5,111EAST37THSTREET,10016.0,5.0,1.0,6.0,2074.0,4640.0,1915.0,2,S5,2008000.0,2013-08-01,14.512649759793756
MURRAYHILL,14RENTALS-4-10UNIT,2A,909,134,S3,240EAST29THSTREET,10016.0,3.0,1.0,4.0,549.0,2112.0,1910.0,2,S3,1832500.0,2013-01-05,14.421191712742944
MURRAYHILL,14RENTALS-4-10UNIT,2A,919,58,S3,202EAST39THSTREET,10016.0,3.0,1.0,4.0,1593.0,4150.0,1910.0,2,S3,6500000.0,2012-09-21,15.687312734865866
MURRAYHILL,21OFFICEBUILDINGS,4,859,69,O8,110MADISONAVENUE,10016.0,6.0,2.0,8.0,2344.0,8687.0,1925.0,4,O8,7105500.0,2012-10-29,15.776379690014053
MURRAYHILL,21OFFICEBUILDINGS,4,869,25,O8,23EAST39THSTREET,10016.0,7.0,2.0,9.0,2469.0,8755.0,1925.0,4,O8,12300000.0,2012-12-20,16.325109820342647
MURRAYHILL,22STOREBUILDINGS,4,860,34,K9,47EAST30THSTREET,10016.0,2.0,2.0,4.0,2067.0,4200.0,1915.0,4,K9,4012500.0,2013-01-31,15.204925046420408
MURRAYHILL,22STOREBUILDINGS,4,889,67,K4,229LEXINGTONAVENUE,10016.0,4.0,2.0,6.0,1456.0,3544.0,1910.0,4,K4,3502850.0,2013-05-14,15.06908748082318
MURRAYHILL,22STOREBUILDINGS,4,895,25,K9,341LEXINGTONAVENUE,10016.0,5.0,1.0,6.0,1300.0,3820.0,1920.0,4,K9,5000000.0,2012-12-20,15.424948470398375
SOHO,02TWOFAMILYHOMES,1,499,6,S2,102GREENESTREET,10012.0,2.0,1.0,3.0,2500.0,7000.0,1910.0,1,S2,11902000.0,2012-08-14,16.292217011186935
SOHO,02TWOFAMILYHOMES,1,503,44,S2,193SPRINGSTREET,10012.0,2.0,1.0,3.0,1478.0,3678.0,1901.0,1,S2,7200000.0,2013-07-31,15.789591583986283
SOHO,02TWOFAMILYHOMES,1,518,9,S2,54MACDOUGALSTREET,10012.0,2.0,1.0,3.0,2500.0,4802.0,1899.0,1,S2,4300000.0,2012-01-10,15.27412558066379
SOHO,07RENTALS-WALKUPAPARTMENTS,2,476,57,C7,32THOMPSONSTREET,10013.0,16.0,2.0,18.0,2700.0,8992.0,1920.0,2,C7,6250000.0,2012-08-29,15.648092021712584
SOHO,07RENTALS-WALKUPAPARTMENTS,2,518,30,C7,156SULLIVANSTREET,10012.0,22.0,3.0,25.0,3440.0,15883.0,1910.0,2,C7,12500000.0,2012-08-30,16.34123920227253
SOHO,08RENTALS-ELEVATORAPARTMENTS,2,502,20,D9,156PRINCESTREET,10012.0,20.0,2.0,22.0,4320.0,15000.0,1900.0,2,D9,19150000.0,2012-10-18,16.767813273590928
SOHO,10COOPS-ELEVATORAPARTMENTS,2,229,20,D4,22WOOSTERSTREET,10013.0,13.0,5.0,18.0,9302.0,42240.0,1920.0,2,D4,3900000.0,2013-01-29,15.176487111099874
SOHO,14RENTALS-4-10UNIT,2A,228,24,S3,57GRANDSTREET,10013.0,3.0,1.0,4.0,1474.0,4422.0,1930.0,2,S3,4700000.0,2013-02-13,15.363073066680286
SOHO,14RENTALS-4-10UNIT,2A,230,28,S4,95GRANDSTREET,10013.0,4.0,1.0,5.0,1620.0,7310.0,1910.0,2,S4,7750000.0,2013-04-26,15.86320340132953
SOHO,14RENTALS-4-10UNIT,2A,474,18,S5,45MERCERSTREET,10013.0,5.0,1.0,6.0,2500.0,11500.0,1920.0,2,S5,7400000.0,2013-02-07,15.816990558174398
SOHO,14RENTALS-4-10UNIT,2A,496,34,S9,63SPRINGSTREET,10012.0,4.0,2.0,6.0,1831.0,5140.0,1910.0,2,S9,6400000.0,2013-05-23,15.671808548329901
SOHO,14RENTALS-4-10UNIT,2A,595,30,S4,465WASHINGTONSTREET,10013.0,4.0,1.0,5.0,2752.0,13690.0,1900.0,2,S4,6114795.0,2012-10-25,15.62622180242045
SOHO,21OFFICEBUILDINGS,4,485,8,O9,72-76GREENESTREET,10012.0,3.0,7.0,10.0,7500.0,45000.0,1900.0,4,O9,41000000.0,2012-11-12,17.529082624668582
SOHO,21OFFICEBUILDINGS,4,486,23,O9,71GREENESTREET,10012.0,2.0,3.0,5.0,3750.0,16477.0,1900.0,4,O9,32600000.0,2012-11-15,17.299822846336937
SOHO,21OFFICEBUILDINGS,4,501,1,O9,413-415WESTBROADWAY,10012.0,2.0,8.0,10.0,5100.0,28964.0,1900.0,4,O9,41000000.0,2013-07-17,17.529082624668582
SOHO,22STOREBUILDINGS,4,487,25,K4,152SPRINGSTREET,10012.0,1.0,1.0,2.0,1600.0,5260.0,1900.0,4,K4,12650000.0,2012-12-27,16.353167773137802
SOHO,22STOREBUILDINGS,4,500,16,K9,120-124PRINCESTREET,10012.0,1.0,1.0,2.0,1729.0,3460.0,1900.0,4,K9,19600000.0,2012-12-21,16.791040124200745
SOHO,23LOFTBUILDINGS,4,474,14,L8,53MERCERSTREET,10013.0,2.0,2.0,4.0,2500.0,6851.0,1900.0,4,L8,7400000.0,2013-01-24,15.816990558174398
SOHO,23LOFTBUILDINGS,4,485,5,L8,66GREENESTREET,10012.0,4.0,1.0,5.0,2258.0,9738.0,1900.0,4,L8,550000.0,2013-03-20,13.217673557208654
SOHO,23LOFTBUILDINGS,4,485,5,L8,66GREENESTREET,10012.0,4.0,1.0,5.0,2258.0,9738.0,1900.0,4,L8,550000.0,2012-12-24,13.217673557208654
SOHO,23LOFTBUILDINGS,4,515,12,L8,473WESTBROADWAY,10012.0,3.0,2.0,5.0,2500.0,11246.0,1900.0,4,L8,9000000.0,2012-12-20,16.012735135300492
SOUTHBRIDGE,22STOREBUILDINGS,4,92,28,K9,122NASSAUSTREET,10038.0,2.0,2.0,4.0,1390.0,4668.0,1900.0,4,K9,2750000.0,2012-12-20,14.827111469642754
TRIBECA,01ONEFAMILYHOMES,1,141,18,A4,321AGREENWICHSTREET,10013.0,1.0,1.0,1.0,2104.0,10030.0,1915.0,1,A4,17500000.0,2013-08-05,16.67771143889374
TRIBECA,01ONEFAMILYHOMES,1,180,8,S1,81HUDSONSTREET,10013.0,1.0,1.0,2.0,996.0,3894.0,1920.0,1,S1,5750000.0,2013-05-02,15.564710412773533
TRIBECA,14RENTALS-4-10UNIT,2A,141,27,S3,174DUANESTREET,10013.0,3.0,1.0,4.0,2889.0,10728.0,1910.0,2,S3,11500000.0,2013-05-29,16.25785759333348
